customer_id,recency,prior_spend_band,prior_spend_usd,mens,womens,geography,newbie,channel,visited,converted,spend_usd,treatment
MKT-105783,4,5) $500 - $750,599.4,0,1,Surburban,1,Web,0,0,0.0,0
MKT-115704,7,3) $200 - $350,343.33,1,0,Surburban,0,Web,0,0,0.0,0
MKT-113080,2,3) $200 - $350,343.45,1,0,Surburban,0,Multichannel,0,0,0.0,1
MKT-107107,11,1) $0 - $100,38.92,1,0,Urban,1,Web,0,0,0.0,0
MKT-106870,6,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0,0.0,0
MKT-118857,1,1) $0 - $100,96.68,0,1,Rural,1,Web,0,0,0.0,1
MKT-118755,3,2) $100 - $200,150.6,0,1,Urban,0,Web,0,0,0.0,0
MKT-100002,3,1) $0 - $100,82.29,0,1,Urban,0,Phone,1,0,0.0,1
MKT-106850,8,2) $100 - $200,110.05,1,0,Surburban,1,Web,0,0,0.0,0
MKT-118333,4,4) $350 - $500,399.71,1,0,Rural,0,Web,0,0,0.0,1
MKT-119550,9,2) $100 - $200,187.98,0,1,Urban,1,Web,0,0,0.0,1
MKT-118858,4,1) $0 - $100,75.29,0,1,Surburban,1,Web,1,0,0.0,1
MKT-102610,4,1) $0 - $100,51.63,1,0,Urban,1,Phone,0,0,0.0,1
MKT-113182,6,2) $100 - $200,104.23,0,1,Urban,0,Phone,1,0,0.0,1
MKT-112602,1,3) $200 - $350,261.6,0,1,Urban,0,Web,0,0,0.0,0
MKT-110821,10,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0,0.0,0
MKT-102411,8,2) $100 - $200,158.88,0,1,Urban,1,Phone,0,0,0.0,1
MKT-107345,5,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0,0.0,1
MKT-100909,9,2) $100 - $200,168.02,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-122520,1,2) $100 - $200,123.69,1,0,Urban,0,Phone,0,0,0.0,0
MKT-102025,2,2) $100 - $200,110.37,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-123207,9,4) $350 - $500,382.07,1,0,Surburban,0,Web,0,0,0.0,0
MKT-102021,7,4) $350 - $500,383.79,0,1,Urban,0,Web,0,0,0.0,0
MKT-105320,11,1) $0 - $100,52.08,0,1,Urban,0,Web,0,0,0.0,1
MKT-115517,12,1) $0 - $100,56.56,0,1,Urban,1,Phone,0,0,0.0,1
MKT-117449,3,1) $0 - $100,71.6,1,0,Surburban,0,Web,0,0,0.0,0
MKT-123736,10,1) $0 - $100,33.2,1,0,Rural,1,Web,0,0,0.0,0
MKT-103880,11,5) $500 - $750,527.24,1,1,Urban,1,Phone,0,0,0.0,0
MKT-112987,12,5) $500 - $750,502.84,1,0,Surburban,1,Multichannel,0,0,0.0,1
MKT-106114,5,3) $200 - $350,293.23,1,0,Surburban,1,Web,0,0,0.0,1
MKT-123274,12,1) $0 - $100,29.99,1,0,Surburban,1,Web,0,0,0.0,0
MKT-119027,12,1) $0 - $100,77.89,0,1,Urban,0,Web,1,0,0.0,0
MKT-107707,12,5) $500 - $750,566.44,1,0,Surburban,1,Web,0,0,0.0,1
MKT-109950,10,2) $100 - $200,192.37,1,0,Rural,0,Web,0,0,0.0,0
MKT-105267,6,5) $500 - $750,549.99,1,0,Surburban,1,Multichannel,0,0,0.0,1
MKT-109018,2,5) $500 - $750,585.6,1,0,Surburban,1,Web,1,0,0.0,1
MKT-104897,9,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0,0.0,1
MKT-114181,3,2) $100 - $200,140.85,1,0,Urban,0,Phone,0,0,0.0,0
MKT-116485,3,3) $200 - $350,232.56,1,0,Urban,1,Web,0,0,0.0,1
MKT-115483,7,4) $350 - $500,395.69,1,0,Surburban,0,Phone,0,0,0.0,1
MKT-110288,4,2) $100 - $200,171.25,1,0,Rural,0,Web,0,0,0.0,0
MKT-101774,2,2) $100 - $200,192.79,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-123700,2,4) $350 - $500,405.2,1,0,Urban,0,Web,0,0,0.0,0
MKT-109124,9,1) $0 - $100,49.77,0,1,Surburban,1,Web,1,0,0.0,0
MKT-121059,4,2) $100 - $200,108.21,0,1,Rural,0,Web,0,0,0.0,0
MKT-123321,10,2) $100 - $200,143.16,0,1,Urban,1,Web,0,0,0.0,0
MKT-113782,3,4) $350 - $500,445.22,0,1,Surburban,0,Multichannel,0,0,0.0,0
MKT-114675,5,4) $350 - $500,436.32,1,0,Surburban,0,Phone,1,0,0.0,0
MKT-109864,8,4) $350 - $500,426.03,1,1,Urban,1,Multichannel,0,0,0.0,0
MKT-100752,2,3) $200 - $350,311.33,1,1,Surburban,0,Web,0,0,0.0,1
MKT-100030,3,"6) $750 - $1,000",815.43,1,1,Rural,1,Web,1,1,55.02,1
MKT-105096,1,"6) $750 - $1,000",838.3,1,1,Rural,1,Phone,0,0,0.0,0
MKT-123666,11,3) $200 - $350,248.44,1,0,Surburban,1,Multichannel,0,0,0.0,0
MKT-105293,8,2) $100 - $200,110.57,0,1,Surburban,0,Web,1,0,0.0,0
MKT-106333,1,3) $200 - $350,233.92,1,0,Rural,0,Web,1,0,0.0,0
MKT-103399,8,1) $0 - $100,29.99,0,1,Rural,0,Phone,0,0,0.0,0
MKT-112618,9,2) $100 - $200,104.97,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-113472,10,1) $0 - $100,88.14,0,1,Urban,0,Web,0,0,0.0,0
MKT-122884,4,"7) $1,000 +",1131.59,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-106677,9,2) $100 - $200,100.76,1,0,Surburban,1,Web,0,0,0.0,0
MKT-106490,1,5) $500 - $750,623.72,1,0,Surburban,1,Multichannel,1,0,0.0,1
MKT-121720,12,1) $0 - $100,71.82,1,0,Surburban,1,Phone,0,0,0.0,0
MKT-122779,3,1) $0 - $100,55.39,1,0,Surburban,0,Phone,0,0,0.0,0
MKT-101513,9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-119631,1,4) $350 - $500,384.92,1,0,Rural,0,Multichannel,1,0,0.0,0
MKT-101657,3,1) $0 - $100,47.69,1,0,Urban,1,Phone,0,0,0.0,1
MKT-120567,4,2) $100 - $200,174.96,1,0,Urban,0,Phone,0,0,0.0,0
MKT-121558,12,2) $100 - $200,162.0,0,1,Urban,0,Phone,0,0,0.0,0
MKT-114495,3,3) $200 - $350,251.35,1,1,Rural,1,Phone,0,0,0.0,1
MKT-115588,9,5) $500 - $750,710.73,1,1,Surburban,1,Multichannel,0,0,0.0,1
MKT-112698,4,3) $200 - $350,207.98,0,1,Rural,1,Web,1,0,0.0,0
MKT-122952,12,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0,0.0,0
MKT-114954,11,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0,0.0,0
MKT-101582,12,2) $100 - $200,110.84,0,1,Surburban,1,Phone,0,0,0.0,0
MKT-103910,1,1) $0 - $100,40.18,0,1,Surburban,0,Phone,1,0,0.0,1
MKT-101912,10,2) $100 - $200,131.74,1,0,Surburban,0,Phone,0,0,0.0,1
MKT-101622,3,5) $500 - $750,595.47,1,1,Urban,1,Web,0,0,0.0,1
MKT-106634,1,1) $0 - $100,29.99,0,1,Urban,1,Web,0,0,0.0,0
MKT-115381,1,1) $0 - $100,76.63,0,1,Urban,1,Web,0,0,0.0,1
MKT-123050,5,4) $350 - $500,362.51,1,0,Surburban,0,Phone,0,0,0.0,1
MKT-114606,6,1) $0 - $100,62.91,0,1,Urban,1,Phone,0,0,0.0,1
MKT-111532,3,5) $500 - $750,555.04,0,1,Surburban,1,Web,0,0,0.0,1
MKT-122651,7,1) $0 - $100,64.0,1,0,Urban,1,Web,0,0,0.0,0
MKT-115048,10,1) $0 - $100,41.56,0,1,Urban,0,Web,0,0,0.0,0
MKT-120741,10,1) $0 - $100,82.18,0,1,Surburban,0,Phone,0,0,0.0,1
MKT-113113,1,5) $500 - $750,500.43,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-111800,1,1) $0 - $100,29.99,0,1,Urban,0,Phone,1,0,0.0,0
MKT-117383,8,5) $500 - $750,561.63,0,1,Urban,1,Multichannel,0,0,0.0,0
MKT-103987,1,1) $0 - $100,71.15,0,1,Urban,0,Web,0,0,0.0,0
MKT-111513,2,2) $100 - $200,182.07,0,1,Urban,0,Phone,1,0,0.0,1
MKT-117050,1,1) $0 - $100,40.15,0,1,Rural,0,Phone,0,0,0.0,1
MKT-118908,4,1) $0 - $100,29.99,0,1,Urban,1,Web,0,0,0.0,0
MKT-115778,7,5) $500 - $750,553.05,0,1,Rural,1,Phone,0,0,0.0,0
MKT-109651,1,2) $100 - $200,138.37,0,1,Rural,0,Web,0,0,0.0,0
MKT-113618,9,2) $100 - $200,136.53,1,0,Urban,1,Phone,0,0,0.0,1
MKT-117792,10,1) $0 - $100,54.77,1,0,Urban,0,Phone,1,0,0.0,0
MKT-113184,5,1) $0 - $100,29.99,0,1,Urban,0,Web,1,0,0.0,0
MKT-100156,8,1) $0 - $100,75.39,1,0,Rural,1,Phone,1,0,0.0,1
MKT-114987,1,1) $0 - $100,86.57,0,1,Rural,0,Web,0,0,0.0,0
MKT-120035,10,2) $100 - $200,111.99,1,0,Surburban,1,Phone,0,0,0.0,1
MKT-122278,1,4) $350 - $500,436.25,1,0,Rural,0,Web,0,0,0.0,0
MKT-117602,1,1) $0 - $100,63.63,0,1,Urban,1,Phone,0,0,0.0,0
MKT-108845,2,1) $0 - $100,93.78,1,0,Urban,1,Web,0,0,0.0,1
MKT-102307,7,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0,0.0,0
MKT-103357,8,3) $200 - $350,249.99,1,0,Urban,0,Web,0,0,0.0,1
MKT-105639,9,3) $200 - $350,302.39,1,0,Urban,1,Multichannel,0,0,0.0,0
MKT-107485,11,1) $0 - $100,88.21,1,0,Surburban,1,Phone,0,0,0.0,0
MKT-105689,4,5) $500 - $750,580.93,0,1,Rural,1,Multichannel,0,0,0.0,1
MKT-101488,8,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0,0.0,0
MKT-113816,6,3) $200 - $350,275.91,0,1,Surburban,1,Multichannel,0,0,0.0,1
MKT-118131,8,1) $0 - $100,29.99,1,0,Rural,1,Web,0,0,0.0,0
MKT-121686,4,5) $500 - $750,504.4,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-112257,10,3) $200 - $350,234.91,1,0,Urban,0,Phone,0,0,0.0,1
MKT-118491,3,2) $100 - $200,107.49,1,0,Surburban,1,Web,0,0,0.0,0
MKT-123510,12,5) $500 - $750,502.22,0,1,Urban,1,Multichannel,0,0,0.0,0
MKT-115202,1,"6) $750 - $1,000",847.95,1,1,Urban,1,Multichannel,0,0,0.0,1
MKT-110629,10,1) $0 - $100,67.72,0,1,Surburban,1,Phone,0,0,0.0,0
MKT-121239,10,1) $0 - $100,44.37,0,1,Surburban,0,Web,0,0,0.0,0
MKT-104015,3,1) $0 - $100,31.74,1,0,Surburban,1,Web,0,0,0.0,1
MKT-107743,1,5) $500 - $750,734.63,1,1,Urban,1,Phone,0,0,0.0,1
MKT-124042,4,2) $100 - $200,173.87,0,1,Rural,0,Phone,0,0,0.0,0
MKT-105483,4,1) $0 - $100,66.68,1,0,Surburban,0,Phone,0,0,0.0,1
MKT-120818,12,3) $200 - $350,301.57,0,1,Surburban,0,Multichannel,0,0,0.0,1
MKT-117753,2,4) $350 - $500,494.33,1,1,Urban,0,Web,0,0,0.0,1
MKT-106002,10,1) $0 - $100,99.76,0,1,Rural,0,Web,1,0,0.0,1
MKT-122149,1,1) $0 - $100,41.86,1,0,Urban,1,Web,1,0,0.0,1
MKT-114930,10,1) $0 - $100,29.99,1,0,Urban,1,Web,0,0,0.0,1
MKT-100543,8,3) $200 - $350,202.77,0,1,Urban,0,Phone,1,0,0.0,1
MKT-101258,4,3) $200 - $350,286.99,1,1,Urban,0,Phone,0,0,0.0,1
MKT-115585,5,1) $0 - $100,53.23,0,1,Urban,0,Phone,1,0,0.0,1
MKT-113115,7,2) $100 - $200,187.49,0,1,Surburban,1,Phone,0,0,0.0,0
MKT-109649,2,5) $500 - $750,605.02,0,1,Surburban,1,Web,0,0,0.0,1
MKT-101318,10,1) $0 - $100,29.99,1,0,Urban,1,Web,0,0,0.0,1
MKT-100363,1,"6) $750 - $1,000",911.82,1,1,Surburban,1,Phone,1,1,29.99,1
MKT-120239,4,1) $0 - $100,29.99,0,1,Rural,1,Phone,0,0,0.0,1
MKT-111226,5,1) $0 - $100,29.99,1,0,Urban,1,Web,0,0,0.0,0
MKT-109070,2,4) $350 - $500,389.17,1,0,Surburban,1,Phone,0,0,0.0,0
MKT-106311,6,2) $100 - $200,120.49,1,0,Urban,0,Phone,0,0,0.0,0
MKT-110213,2,1) $0 - $100,93.81,1,0,Surburban,0,Web,0,0,0.0,1
MKT-115394,1,"6) $750 - $1,000",864.69,0,1,Urban,1,Multichannel,0,0,0.0,1
MKT-118608,10,1) $0 - $100,75.49,1,0,Urban,1,Phone,0,0,0.0,0
MKT-115307,10,1) $0 - $100,29.99,1,0,Urban,1,Phone,0,0,0.0,0
MKT-110887,8,1) $0 - $100,47.94,1,0,Urban,0,Web,0,0,0.0,1
MKT-115343,3,2) $100 - $200,106.12,1,0,Surburban,1,Phone,0,0,0.0,0
MKT-102976,6,2) $100 - $200,130.06,1,0,Urban,1,Phone,0,0,0.0,0
MKT-119381,11,2) $100 - $200,175.19,1,0,Urban,1,Web,0,0,0.0,0
MKT-106025,9,1) $0 - $100,75.0,1,0,Surburban,1,Phone,0,0,0.0,1
MKT-105167,6,1) $0 - $100,50.48,0,1,Rural,0,Phone,0,0,0.0,0
MKT-102124,10,1) $0 - $100,76.9,1,0,Urban,1,Phone,0,0,0.0,0
MKT-100597,3,4) $350 - $500,351.5,1,0,Urban,0,Phone,0,0,0.0,0
MKT-105873,8,3) $200 - $350,202.52,1,0,Rural,0,Web,0,0,0.0,0
MKT-109001,1,5) $500 - $750,667.1,0,1,Rural,1,Web,1,0,0.0,0
MKT-109452,4,4) $350 - $500,485.04,0,1,Rural,0,Multichannel,0,0,0.0,1
MKT-123312,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0,0,0.0,1
MKT-122584,4,1) $0 - $100,29.99,1,0,Urban,0,Web,1,0,0.0,1
MKT-110052,3,2) $100 - $200,141.79,1,0,Urban,1,Web,0,0,0.0,0
MKT-115742,2,2) $100 - $200,139.14,1,0,Urban,1,Web,0,0,0.0,0
MKT-111732,9,1) $0 - $100,88.46,0,1,Urban,0,Phone,0,0,0.0,0
MKT-101057,6,3) $200 - $350,211.64,0,1,Surburban,1,Multichannel,0,0,0.0,0
MKT-101461,10,1) $0 - $100,42.98,1,0,Urban,0,Web,0,0,0.0,0
MKT-104367,12,1) $0 - $100,87.2,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-114223,10,2) $100 - $200,145.43,1,0,Surburban,0,Phone,1,0,0.0,1
MKT-109076,3,3) $200 - $350,248.26,0,1,Surburban,1,Multichannel,0,0,0.0,1
MKT-103356,4,"6) $750 - $1,000",859.8,1,1,Surburban,1,Multichannel,0,0,0.0,0
MKT-114272,2,3) $200 - $350,225.39,1,0,Rural,0,Phone,0,0,0.0,1
MKT-102166,12,1) $0 - $100,66.4,0,1,Surburban,1,Web,0,0,0.0,0
MKT-109032,10,1) $0 - $100,73.9,0,1,Urban,1,Phone,0,0,0.0,1
MKT-119916,3,2) $100 - $200,110.34,0,1,Rural,1,Phone,0,0,0.0,1
MKT-101701,9,3) $200 - $350,334.2,1,0,Urban,1,Phone,0,0,0.0,1
MKT-114799,9,1) $0 - $100,58.83,1,0,Rural,1,Web,0,0,0.0,0
MKT-123209,1,"6) $750 - $1,000",868.51,0,1,Urban,1,Multichannel,0,0,0.0,1
MKT-102196,4,"6) $750 - $1,000",945.84,0,1,Urban,1,Phone,1,0,0.0,1
MKT-110209,2,1) $0 - $100,29.99,0,1,Surburban,0,Phone,1,0,0.0,1
MKT-121338,4,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0,0.0,1
MKT-102859,10,3) $200 - $350,227.33,0,1,Urban,1,Web,0,0,0.0,0
MKT-117052,3,1) $0 - $100,29.99,1,0,Surburban,0,Web,1,0,0.0,0
MKT-118795,5,2) $100 - $200,143.96,1,0,Urban,0,Web,0,0,0.0,0
MKT-113207,5,2) $100 - $200,192.04,0,1,Urban,0,Phone,0,0,0.0,0
MKT-121952,1,1) $0 - $100,94.91,0,1,Surburban,0,Web,0,0,0.0,1
MKT-103422,2,5) $500 - $750,615.01,0,1,Urban,1,Phone,0,0,0.0,0
MKT-118729,11,4) $350 - $500,422.76,1,1,Urban,0,Phone,0,0,0.0,0
MKT-121734,8,2) $100 - $200,176.33,0,1,Rural,1,Web,1,1,98.5,0
MKT-105092,1,2) $100 - $200,119.03,1,0,Urban,1,Phone,1,1,188.21,0
MKT-100594,5,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-106524,4,5) $500 - $750,596.35,1,1,Urban,1,Multichannel,0,0,0.0,1
MKT-119400,10,3) $200 - $350,215.19,1,0,Rural,1,Multichannel,0,0,0.0,1
MKT-122567,12,"6) $750 - $1,000",882.78,1,1,Surburban,1,Multichannel,0,0,0.0,1
MKT-107030,7,1) $0 - $100,29.99,0,1,Rural,0,Phone,1,0,0.0,0
MKT-119591,1,3) $200 - $350,339.19,0,1,Urban,1,Phone,0,0,0.0,1
MKT-114669,2,3) $200 - $350,308.91,0,1,Urban,0,Multichannel,0,0,0.0,0
MKT-115358,12,2) $100 - $200,160.09,0,1,Rural,1,Phone,0,0,0.0,1
MKT-115045,10,2) $100 - $200,148.45,0,1,Surburban,1,Phone,0,0,0.0,0
MKT-120260,10,3) $200 - $350,206.22,0,1,Urban,0,Multichannel,0,0,0.0,1
MKT-107906,7,2) $100 - $200,162.82,0,1,Urban,1,Phone,1,0,0.0,1
MKT-112714,1,5) $500 - $750,690.23,1,0,Surburban,1,Multichannel,1,0,0.0,0
MKT-114632,9,3) $200 - $350,325.82,1,1,Rural,0,Web,1,0,0.0,0
MKT-103887,3,3) $200 - $350,204.08,1,0,Urban,0,Phone,0,0,0.0,0
MKT-101733,2,"7) $1,000 +",1840.85,1,1,Surburban,1,Multichannel,1,0,0.0,0
MKT-113046,10,3) $200 - $350,305.98,0,1,Urban,0,Multichannel,0,0,0.0,0
MKT-123435,8,4) $350 - $500,426.95,0,1,Urban,1,Phone,0,0,0.0,1
MKT-104671,3,3) $200 - $350,305.11,1,0,Rural,0,Phone,0,0,0.0,1
MKT-106856,10,3) $200 - $350,231.44,0,1,Rural,0,Phone,1,0,0.0,0
MKT-101860,7,1) $0 - $100,75.07,1,0,Urban,1,Phone,0,0,0.0,0
MKT-113564,1,5) $500 - $750,647.25,1,1,Surburban,1,Multichannel,1,0,0.0,1
MKT-113413,8,2) $100 - $200,157.73,1,0,Urban,1,Phone,0,0,0.0,0
MKT-121264,10,5) $500 - $750,663.43,0,1,Urban,1,Multichannel,1,0,0.0,0
MKT-103836,1,3) $200 - $350,331.65,0,1,Rural,0,Web,0,0,0.0,1
MKT-110947,1,3) $200 - $350,207.89,0,1,Urban,0,Phone,0,0,0.0,0
MKT-100162,1,2) $100 - $200,127.74,0,1,Rural,1,Web,0,0,0.0,1
MKT-119002,10,1) $0 - $100,68.85,0,1,Urban,1,Phone,0,0,0.0,0
MKT-106949,1,3) $200 - $350,240.12,1,0,Urban,0,Phone,0,0,0.0,1
MKT-121543,8,1) $0 - $100,42.51,1,0,Urban,1,Web,0,0,0.0,0
MKT-107872,4,1) $0 - $100,57.24,1,0,Urban,0,Web,0,0,0.0,0
MKT-117345,3,2) $100 - $200,142.84,1,0,Urban,0,Web,0,0,0.0,1
MKT-100824,6,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0,0.0,1
MKT-101434,2,5) $500 - $750,527.62,1,1,Urban,1,Multichannel,0,0,0.0,1
MKT-103317,2,2) $100 - $200,146.97,1,0,Urban,0,Web,1,0,0.0,0
MKT-111716,2,3) $200 - $350,295.13,1,0,Urban,0,Phone,1,0,0.0,0
MKT-120842,2,1) $0 - $100,56.29,1,0,Surburban,1,Phone,0,0,0.0,1
MKT-115938,12,2) $100 - $200,151.9,0,1,Rural,1,Web,0,0,0.0,0
MKT-120025,1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-115397,4,3) $200 - $350,297.8,1,1,Urban,0,Phone,1,1,264.66,1
MKT-109855,3,3) $200 - $350,308.26,0,1,Surburban,0,Multichannel,0,0,0.0,0
MKT-121922,10,3) $200 - $350,310.88,1,0,Urban,0,Web,0,0,0.0,0
MKT-105974,10,5) $500 - $750,718.58,0,1,Urban,1,Web,0,0,0.0,1
MKT-115919,10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-117872,6,1) $0 - $100,79.87,1,0,Urban,1,Phone,0,0,0.0,0
MKT-112223,3,3) $200 - $350,224.05,1,0,Rural,0,Phone,0,0,0.0,1
MKT-116579,5,4) $350 - $500,434.85,1,0,Surburban,0,Multichannel,0,0,0.0,1
MKT-119644,5,3) $200 - $350,219.55,0,1,Surburban,1,Multichannel,0,0,0.0,1
MKT-117731,4,2) $100 - $200,187.03,1,0,Urban,0,Phone,0,0,0.0,0
MKT-114719,1,2) $100 - $200,118.81,1,0,Urban,0,Phone,0,0,0.0,1
MKT-113476,10,2) $100 - $200,119.98,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-122441,9,1) $0 - $100,90.9,1,0,Surburban,0,Web,0,0,0.0,1
MKT-123300,6,1) $0 - $100,30.35,1,0,Surburban,1,Phone,0,0,0.0,1
MKT-111783,12,1) $0 - $100,84.96,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-107495,7,1) $0 - $100,37.33,1,0,Urban,1,Phone,0,0,0.0,1
MKT-108476,10,2) $100 - $200,156.24,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-108083,10,1) $0 - $100,79.77,0,1,Surburban,1,Web,0,0,0.0,0
MKT-119093,6,2) $100 - $200,132.95,0,1,Rural,0,Phone,1,0,0.0,1
MKT-121770,12,1) $0 - $100,89.49,0,1,Urban,0,Web,0,0,0.0,0
MKT-118056,10,3) $200 - $350,266.89,1,0,Rural,1,Phone,0,0,0.0,1
MKT-123659,3,3) $200 - $350,224.96,1,0,Surburban,0,Web,0,0,0.0,1
MKT-107092,5,2) $100 - $200,194.52,1,0,Urban,1,Phone,0,0,0.0,1
MKT-105209,12,5) $500 - $750,610.45,1,1,Surburban,1,Multichannel,1,0,0.0,1
MKT-119890,3,1) $0 - $100,39.33,0,1,Urban,0,Web,0,0,0.0,1
MKT-119376,10,1) $0 - $100,90.02,1,0,Urban,1,Web,0,0,0.0,1
MKT-115539,3,3) $200 - $350,341.87,0,1,Rural,0,Multichannel,0,0,0.0,1
MKT-113301,3,3) $200 - $350,226.18,1,0,Urban,1,Phone,0,0,0.0,1
MKT-116232,1,2) $100 - $200,177.85,1,0,Urban,0,Phone,0,0,0.0,1
MKT-110794,8,2) $100 - $200,137.69,0,1,Surburban,0,Web,0,0,0.0,0
MKT-122272,11,5) $500 - $750,540.58,0,1,Rural,1,Phone,0,0,0.0,1
MKT-114433,5,3) $200 - $350,222.07,0,1,Surburban,0,Phone,0,0,0.0,1
MKT-115479,1,4) $350 - $500,396.7,0,1,Urban,1,Web,0,0,0.0,1
MKT-104892,12,3) $200 - $350,344.33,0,1,Surburban,0,Web,0,0,0.0,0
MKT-107294,6,1) $0 - $100,29.99,1,0,Surburban,0,Web,1,0,0.0,0
MKT-102899,6,4) $350 - $500,410.3,1,0,Surburban,0,Web,0,0,0.0,1
MKT-101447,4,5) $500 - $750,547.35,1,0,Rural,1,Phone,0,0,0.0,1
MKT-107224,1,4) $350 - $500,395.35,1,0,Rural,1,Multichannel,0,0,0.0,1
MKT-114187,10,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0,0.0,1
MKT-114752,4,5) $500 - $750,604.01,1,0,Urban,1,Multichannel,0,0,0.0,1
MKT-123940,2,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0,0.0,0
MKT-115201,10,4) $350 - $500,447.28,1,1,Urban,0,Phone,0,0,0.0,0
MKT-122024,12,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0,0.0,1
MKT-122848,1,5) $500 - $750,681.27,1,1,Urban,1,Phone,0,0,0.0,1
MKT-102768,11,3) $200 - $350,296.46,0,1,Rural,0,Multichannel,1,0,0.0,0
MKT-114343,6,1) $0 - $100,29.99,0,1,Urban,0,Web,1,0,0.0,0
MKT-117728,11,3) $200 - $350,322.09,1,0,Surburban,0,Phone,0,0,0.0,0
MKT-119150,5,1) $0 - $100,91.82,0,1,Surburban,0,Web,0,0,0.0,0
MKT-121989,9,1) $0 - $100,36.85,1,0,Rural,0,Phone,0,0,0.0,1
MKT-100571,3,5) $500 - $750,733.46,0,1,Urban,1,Web,1,0,0.0,1
MKT-113129,2,4) $350 - $500,461.78,1,0,Surburban,0,Web,0,0,0.0,1
MKT-109194,12,3) $200 - $350,238.96,1,0,Rural,1,Web,0,0,0.0,1
MKT-102606,6,1) $0 - $100,29.99,1,0,Rural,1,Phone,0,0,0.0,1
MKT-111352,4,3) $200 - $350,345.61,1,0,Surburban,0,Phone,0,0,0.0,0
MKT-119665,5,2) $100 - $200,112.55,0,1,Surburban,0,Web,0,0,0.0,0
MKT-116214,10,1) $0 - $100,52.78,0,1,Surburban,0,Phone,0,0,0.0,1
MKT-116104,10,1) $0 - $100,83.89,1,0,Urban,1,Web,0,0,0.0,0
MKT-110617,11,2) $100 - $200,133.47,1,0,Urban,1,Phone,0,0,0.0,1
MKT-119098,9,2) $100 - $200,104.85,0,1,Urban,0,Web,0,0,0.0,0
MKT-102988,10,1) $0 - $100,42.74,1,0,Surburban,0,Phone,0,0,0.0,1
MKT-105564,2,1) $0 - $100,82.85,0,1,Rural,0,Phone,0,0,0.0,1
MKT-121811,5,4) $350 - $500,407.55,0,1,Surburban,0,Multichannel,0,0,0.0,0
MKT-101596,1,5) $500 - $750,669.66,0,1,Surburban,1,Web,0,0,0.0,0
MKT-115819,10,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0,0.0,1
MKT-109804,8,1) $0 - $100,44.04,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-119554,12,1) $0 - $100,82.13,1,0,Rural,0,Web,0,0,0.0,1
MKT-103275,3,2) $100 - $200,138.6,0,1,Surburban,0,Web,1,0,0.0,0
MKT-119425,6,3) $200 - $350,234.8,1,0,Surburban,0,Phone,0,0,0.0,1
MKT-121550,9,2) $100 - $200,166.2,0,1,Urban,0,Web,0,0,0.0,0
MKT-102433,7,2) $100 - $200,182.39,1,0,Urban,1,Web,0,0,0.0,1
MKT-100725,9,3) $200 - $350,328.34,0,1,Urban,0,Phone,0,0,0.0,1
MKT-120069,3,5) $500 - $750,549.12,1,0,Rural,1,Phone,0,0,0.0,1
MKT-112289,11,1) $0 - $100,29.99,0,1,Urban,1,Web,0,0,0.0,0
MKT-103033,1,2) $100 - $200,134.65,0,1,Urban,0,Phone,0,0,0.0,1
MKT-110171,11,2) $100 - $200,186.56,0,1,Urban,0,Web,1,0,0.0,0
MKT-122315,1,1) $0 - $100,98.69,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-111504,9,3) $200 - $350,311.74,0,1,Rural,0,Web,0,0,0.0,1
MKT-108665,12,2) $100 - $200,193.65,0,1,Urban,0,Phone,0,0,0.0,1
MKT-121537,1,4) $350 - $500,423.92,1,0,Urban,1,Multichannel,0,0,0.0,1
