booking_id,hotel,canceled,lead_time,arrival_year,arrival_week,arrival_day,weekend_nights,weekday_nights,adults,children,babies,meal,country,market_segment,distribution_channel,repeated_guest,previous_cancellations,previous_completed_bookings,room_type,booking_changes,deposit_type,waitlist_days,customer_type,average_daily_rate,parking_spaces,special_requests,arrival_month
BOOK-158559,City Hotel,0,68,2016,47,14,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,75.9,0,2,11
BOOK-151283,City Hotel,0,5,2016,44,27,1,3,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,159.0,0,2,10
BOOK-126250,City Hotel,0,22,2016,39,24,2,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,139.0,0,2,9
BOOK-176541,City Hotel,0,240,2016,37,10,1,1,2,0.0,0,HB,ITA,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,96.0,0,1,9
BOOK-132567,City Hotel,1,221,2016,25,14,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,0,No Deposit,0,Transient,95.2,0,2,6
BOOK-155155,City Hotel,0,9,2015,40,30,0,2,1,0.0,0,BB,AZE,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,120.0,0,2,9
BOOK-172346,Resort Hotel,0,89,2016,9,25,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,46.4,0,1,2
BOOK-163434,City Hotel,0,0,2016,34,16,0,3,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,146.0,0,1,8
BOOK-188128,City Hotel,0,259,2016,53,28,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,140.43,0,2,12
BOOK-153678,Resort Hotel,0,47,2017,21,24,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,89.0,0,0,5
BOOK-150820,City Hotel,1,73,2016,19,7,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,126.9,0,0,5
BOOK-148705,Resort Hotel,0,211,2017,14,6,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient-Party,76.64,0,1,4
BOOK-109322,City Hotel,1,34,2015,32,5,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,62.0,0,0,8
BOOK-205612,City Hotel,0,63,2016,13,24,0,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,1,No Deposit,0,Transient,0.0,0,0,3
BOOK-161225,City Hotel,1,440,2016,39,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,62.0,0,0,9
BOOK-211125,City Hotel,0,1,2016,48,25,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,0,No Deposit,0,Transient,181.0,0,2,11
BOOK-130664,City Hotel,1,45,2015,44,29,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,0,Transient,70.0,0,0,10
BOOK-117315,City Hotel,1,8,2017,18,5,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,99.0,0,2,5
BOOK-151231,Resort Hotel,1,244,2016,39,20,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,0,Transient,135.0,0,2,9
BOOK-138533,City Hotel,0,18,2015,40,2,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,111.75,0,2,10
BOOK-100733,Resort Hotel,1,40,2016,31,26,1,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,226.0,0,0,7
BOOK-176289,City Hotel,0,41,2016,13,24,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,117.6,0,0,3
BOOK-159565,City Hotel,0,48,2016,8,20,1,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,57.28,0,1,2
BOOK-132116,Resort Hotel,1,7,2016,17,22,1,2,1,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,19.0,0,0,4
BOOK-193938,Resort Hotel,0,0,2016,12,14,1,0,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,49.0,1,0,3
BOOK-111009,Resort Hotel,0,27,2016,35,22,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,236.14,0,1,8
BOOK-204087,City Hotel,0,217,2016,50,5,3,7,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,46.63,0,2,12
BOOK-105460,City Hotel,0,213,2016,31,28,0,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,B,1,No Deposit,0,Transient,83.92,0,0,7
BOOK-123949,City Hotel,1,17,2016,37,9,1,2,0,2.0,0,BB,NLD,Online TA,TA/TO,0,0,0,B,0,No Deposit,0,Transient,109.45,0,2,9
BOOK-113975,Resort Hotel,0,15,2017,19,9,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,97.0,1,1,5
BOOK-162525,City Hotel,0,56,2016,39,20,0,1,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,85.5,0,0,9
BOOK-155956,Resort Hotel,0,149,2016,30,23,2,5,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,D,4,No Deposit,0,Transient,156.6,0,1,7
BOOK-193378,City Hotel,1,320,2017,24,15,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,90.0,0,0,6
BOOK-184975,City Hotel,0,10,2016,11,6,1,0,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,93.0,0,0,3
BOOK-178015,City Hotel,0,169,2017,18,6,2,1,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,25,Transient-Party,80.0,0,0,5
BOOK-110310,City Hotel,1,40,2015,40,3,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,1,0,A,0,No Deposit,0,Transient,117.67,0,1,10
BOOK-131398,City Hotel,0,320,2016,34,18,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,115.0,0,1,8
BOOK-154267,Resort Hotel,0,214,2015,37,7,3,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Contract,55.68,0,0,9
BOOK-200701,City Hotel,0,186,2016,17,22,1,2,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,80.0,0,0,4
BOOK-151078,Resort Hotel,0,71,2015,28,11,1,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,65.5,0,0,7
BOOK-156784,City Hotel,0,5,2017,13,27,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,3,D,0,No Deposit,0,Transient,104.0,1,1,3
BOOK-205589,City Hotel,0,132,2015,30,23,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,90.0,0,0,7
BOOK-117098,City Hotel,1,49,2016,29,11,1,0,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,93.15,0,0,7
BOOK-172339,City Hotel,1,212,2016,33,13,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,96.0,0,0,8
BOOK-189335,City Hotel,0,189,2017,11,14,0,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,68.07,0,1,3
BOOK-105438,Resort Hotel,0,210,2016,31,27,1,4,2,1.0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,1,No Deposit,0,Transient,186.1,0,1,7
BOOK-172559,Resort Hotel,0,40,2016,36,31,0,0,3,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,0,Transient,0.0,0,1,8
BOOK-209511,City Hotel,1,39,2016,10,4,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,71.1,0,1,3
BOOK-179214,City Hotel,1,104,2016,42,11,2,5,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,132.3,0,0,10
BOOK-129837,Resort Hotel,0,7,2017,9,2,2,3,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,2,No Deposit,0,Transient-Party,44.0,1,0,3
BOOK-141002,City Hotel,0,19,2016,18,29,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,106.65,0,1,4
BOOK-161246,City Hotel,1,82,2017,18,3,0,3,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,108.0,0,0,5
BOOK-121330,City Hotel,0,29,2015,45,6,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,63.0,0,0,11
BOOK-179312,Resort Hotel,1,51,2017,26,30,2,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,0,No Deposit,0,Transient,76.0,0,0,6
BOOK-160795,Resort Hotel,0,0,2017,6,6,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,0,No Deposit,0,Transient,35.0,0,0,2
BOOK-108429,City Hotel,1,594,2017,8,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,62.0,0,0,2
BOOK-108901,City Hotel,1,97,2015,41,5,1,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,140.0,0,0,10
BOOK-125125,Resort Hotel,0,38,2017,7,14,0,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,F,0,No Deposit,0,Transient,79.31,0,1,2
BOOK-106024,City Hotel,1,96,2016,44,26,0,2,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,110.97,0,0,10
BOOK-141530,City Hotel,1,88,2017,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,140.0,0,0,4
BOOK-143551,City Hotel,1,165,2017,20,19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,225.0,0,0,5
BOOK-145213,Resort Hotel,0,107,2016,33,13,2,2,3,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,1,No Deposit,0,Transient,271.0,1,0,8
BOOK-163566,Resort Hotel,1,106,2016,13,24,1,3,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,0,Non Refund,0,Transient,84.0,0,0,3
BOOK-123780,City Hotel,0,16,2015,36,5,1,1,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,F,0,No Deposit,0,Transient,185.0,0,2,9
BOOK-149505,City Hotel,1,29,2017,15,13,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,0,Transient,254.0,0,0,4
BOOK-168821,City Hotel,1,37,2017,6,11,2,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,69.36,0,0,2
BOOK-135792,City Hotel,0,6,2016,28,3,2,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,156.5,0,1,7
BOOK-182917,Resort Hotel,1,116,2016,15,4,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,0,Non Refund,0,Transient,72.0,0,0,4
BOOK-133293,City Hotel,0,2,2016,17,17,2,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,101.0,0,1,4
BOOK-193732,City Hotel,0,0,2015,33,10,9,20,0,0.0,0,SC,PRT,Online TA,Direct,0,0,0,E,20,No Deposit,0,Transient,0.0,0,0,8
BOOK-134786,City Hotel,0,301,2016,31,30,1,1,2,0.0,0,HB,ROU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,115.0,0,1,7
BOOK-194248,City Hotel,0,22,2017,11,15,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,0,No Deposit,0,Transient,65.0,0,0,3
BOOK-101748,City Hotel,0,44,2017,16,20,0,3,1,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,106.67,0,0,4
BOOK-178982,City Hotel,0,24,2016,9,27,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,130.0,0,1,2
BOOK-165495,City Hotel,0,4,2015,33,14,1,2,2,2.0,0,SC,PRT,Online TA,TA/TO,0,0,0,F,0,No Deposit,0,Contract,162.0,1,3,8
BOOK-184843,Resort Hotel,0,9,2017,10,10,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,65.0,0,2,3
BOOK-103771,City Hotel,0,0,2016,41,5,0,0,3,0.0,0,BB,PRT,Online TA,TA/TO,1,0,0,D,0,No Deposit,0,Transient,0.0,0,1,10
BOOK-183656,City Hotel,0,241,2016,26,20,3,6,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,106.2,1,1,6
BOOK-175866,Resort Hotel,0,96,2016,40,28,0,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient-Party,76.0,0,0,9
BOOK-184234,Resort Hotel,0,89,2016,44,29,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,43.0,0,1,10
BOOK-212580,Resort Hotel,1,212,2016,34,14,4,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,140.0,0,2,8
BOOK-151455,City Hotel,0,141,2016,36,29,1,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,85.5,0,2,8
BOOK-157782,City Hotel,0,133,2017,16,19,0,4,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,124.0,0,0,4
BOOK-135201,City Hotel,0,9,2017,6,5,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,91.8,0,1,2
BOOK-217556,City Hotel,1,32,2017,18,2,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,179.0,0,1,5
BOOK-113544,Resort Hotel,1,127,2016,40,29,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,0,Transient-Party,116.1,0,0,9
BOOK-189504,City Hotel,0,0,2017,18,5,0,0,0,0.0,0,SC,PRT,Complementary,Direct,1,0,0,C,0,No Deposit,0,Transient,0.0,0,0,5
BOOK-146685,Resort Hotel,0,10,2015,40,28,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Contract,65.12,0,0,9
BOOK-156489,Resort Hotel,0,98,2017,20,17,2,5,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,0,Transient,72.0,0,0,5
BOOK-195045,City Hotel,0,143,2016,19,2,1,4,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,64.26,0,0,5
BOOK-125806,City Hotel,0,220,2016,38,17,2,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,128.0,0,0,9
BOOK-126496,Resort Hotel,0,386,2016,43,20,1,3,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,0,No Deposit,0,Transient-Party,55.0,0,0,10
BOOK-103272,City Hotel,0,176,2017,10,9,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,75.0,0,0,3
BOOK-176452,Resort Hotel,0,46,2017,14,8,2,5,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,84.0,0,0,4
BOOK-217459,City Hotel,0,93,2017,23,5,1,3,2,0.0,0,HB,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,135.43,0,0,6
BOOK-170910,Resort Hotel,1,350,2017,12,24,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,30.0,0,0,3
BOOK-162211,City Hotel,0,0,2016,23,3,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,129.0,0,1,6
BOOK-141950,City Hotel,0,141,2017,13,30,0,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,105.34,0,2,3
BOOK-132615,City Hotel,1,151,2016,4,19,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,63,Transient-Party,80.0,0,0,1
BOOK-200658,City Hotel,0,34,2015,41,7,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,100.2,0,0,10
BOOK-208383,City Hotel,1,0,2016,5,28,0,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,79.0,0,0,1
BOOK-102366,City Hotel,0,57,2017,12,22,0,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,88.2,1,0,3
BOOK-148802,City Hotel,0,0,2015,43,24,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,102.5,0,0,10
BOOK-172330,Resort Hotel,0,4,2016,6,6,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,0,No Deposit,0,Transient,59.0,1,1,2
BOOK-101722,City Hotel,0,241,2015,43,19,1,2,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,60.0,0,0,10
BOOK-203166,Resort Hotel,0,145,2017,23,4,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,70.4,0,0,6
BOOK-197859,Resort Hotel,1,24,2017,11,15,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,68.0,0,0,3
BOOK-186690,City Hotel,0,11,2017,11,18,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,128.0,0,0,3
BOOK-100283,Resort Hotel,1,15,2017,20,19,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,102.5,0,0,5
BOOK-120672,City Hotel,0,40,2015,45,7,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,1,No Deposit,0,Group,60.0,0,0,11
BOOK-167623,Resort Hotel,0,4,2016,12,16,2,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,1,No Deposit,0,Transient,59.67,0,1,3
BOOK-161082,Resort Hotel,0,0,2015,52,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,25.0,0,0,12
BOOK-135994,City Hotel,1,316,2016,22,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,110.0,0,0,5
BOOK-168942,City Hotel,0,298,2016,20,10,0,2,1,0.0,0,BB,NZL,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,207,Transient-Party,76.0,0,0,5
BOOK-200124,City Hotel,0,35,2016,40,26,1,0,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,99.0,0,0,9
BOOK-192384,Resort Hotel,0,227,2016,37,5,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Contract,62.9,0,1,9
BOOK-143634,City Hotel,0,4,2016,40,25,2,0,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,160.0,0,0,9
BOOK-204217,City Hotel,0,79,2017,14,7,2,2,2,1.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,100.0,0,0,4
BOOK-160239,City Hotel,1,25,2016,41,2,2,1,2,0.0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,133.0,0,1,10
BOOK-181141,City Hotel,0,46,2016,50,5,1,3,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,98.0,0,0,12
BOOK-167709,City Hotel,0,32,2016,36,2,2,5,3,1.0,0,BB,USA,Direct,Direct,0,0,0,G,2,No Deposit,0,Transient,232.59,1,0,9
BOOK-152684,City Hotel,0,386,2016,44,23,2,0,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,90.0,0,1,10
BOOK-145927,City Hotel,1,5,2015,39,20,2,0,2,0.0,0,BB,PRT,Corporate,Corporate,1,1,0,A,0,Non Refund,0,Transient,100.0,0,0,9
BOOK-106237,City Hotel,0,143,2016,35,25,0,3,2,0.0,0,BB,CZE,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,100.0,0,0,8
BOOK-140420,City Hotel,1,24,2017,20,15,1,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,135.0,0,0,5
BOOK-200301,City Hotel,0,148,2017,3,17,0,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,79.2,0,0,1
BOOK-123195,Resort Hotel,0,14,2016,7,13,2,5,2,1.0,0,BB,FRA,Direct,Direct,0,0,0,G,1,No Deposit,0,Transient,91.0,0,1,2
BOOK-111927,City Hotel,0,122,2017,19,11,0,2,1,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,117.0,0,0,5
BOOK-145943,Resort Hotel,0,2,2017,10,6,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,60.0,0,0,3
BOOK-116696,Resort Hotel,1,106,2016,27,28,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,0,No Deposit,0,Transient,185.33,0,0,6
BOOK-178864,Resort Hotel,0,176,2016,23,2,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,78.0,0,0,6
BOOK-212923,City Hotel,1,128,2016,42,11,0,5,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,132.3,0,0,10
BOOK-190548,City Hotel,1,33,2016,48,26,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,104.0,0,1,11
BOOK-132463,City Hotel,0,85,2015,53,29,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,81.2,0,1,12
BOOK-183788,Resort Hotel,0,10,2017,6,6,1,1,2,0.0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,0,No Deposit,0,Transient-Party,90.0,0,0,2
BOOK-147944,City Hotel,0,0,2017,3,18,0,3,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,88.0,0,2,1
BOOK-131765,City Hotel,0,19,2015,45,4,0,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,52.5,0,2,11
BOOK-191499,City Hotel,1,212,2016,21,20,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,78.0,0,0,5
BOOK-165136,Resort Hotel,1,312,2015,30,24,4,10,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Contract,121.98,0,1,7
BOOK-218324,Resort Hotel,0,47,2015,37,6,2,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Contract,79.5,0,0,9
BOOK-150732,Resort Hotel,0,5,2016,2,9,2,2,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,48.0,0,1,1
BOOK-157236,City Hotel,1,28,2017,9,2,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,95.0,0,0,3
BOOK-205176,City Hotel,0,67,2015,49,5,2,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,95.4,0,2,12
BOOK-135421,City Hotel,0,42,2017,13,26,2,4,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,141.88,0,0,3
BOOK-119356,City Hotel,1,238,2015,38,18,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,0,No Deposit,0,Transient,89.25,0,1,9
BOOK-152511,City Hotel,1,391,2016,31,27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,65.0,0,0,7
BOOK-122067,City Hotel,0,7,2016,9,27,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,92.0,0,1,2
BOOK-142247,City Hotel,0,67,2015,53,27,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,103.14,0,1,12
BOOK-211883,City Hotel,0,152,2017,21,26,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,112.0,0,0,5
BOOK-182528,City Hotel,1,76,2015,32,3,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,12.0,0,0,8
BOOK-194002,City Hotel,0,4,2016,36,30,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,129.0,0,0,8
BOOK-172366,City Hotel,0,68,2016,9,26,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,80.3,0,0,2
BOOK-164465,City Hotel,1,32,2016,6,6,1,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,67.5,0,1,2
BOOK-125290,City Hotel,0,201,2017,20,14,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,125.1,0,5,5
BOOK-177626,City Hotel,0,191,2015,36,2,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,93.5,0,1,9
BOOK-197902,Resort Hotel,0,20,2016,11,9,0,4,2,0.0,0,BB,BGR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,38.5,0,0,3
