property_id,dwelling_type,zoning,lot_frontage_ft,lot_area_sqft,lot_shape,neighborhood,building_type,house_style,overall_quality,overall_condition,year_built,year_remodeled,exterior_quality,foundation,basement_quality,basement_sqft,central_air,living_area_sqft,full_bathrooms,bedrooms,kitchen_quality,fireplaces,garage_type,garage_capacity,deck_sqft,sale_month,sale_year,sale_price
HOME-100830,120,RL,42.0,4084,IR1,Timber,TwnhsE,1Story,7,6,1986,1986,Gd,CBlock,Gd,1277.0,Y,1501,2,2,Gd,1,Attchd,2.0,240,7,2008,259530
HOME-100892,120,RL,34.0,5063,Reg,NridgHt,Twnhs,1Story,7,5,2007,2008,Gd,PConc,Gd,1314.0,Y,1314,2,2,Gd,1,Attchd,2.0,172,4,2009,211471
HOME-100817,30,RL,60.0,5400,Reg,OldTown,1Fam,1Story,5,6,1920,1950,TA,BrkTil,Fa,691.0,Y,691,1,2,Ex,0,Detchd,1.0,0,1,2007,94032
HOME-102269,160,FV,24.0,2117,Reg,Somerst,Twnhs,2Story,6,5,2000,2000,Gd,PConc,Gd,756.0,Y,1573,2,3,Gd,0,Detchd,2.0,0,9,2007,192054
HOME-100748,120,RM,,4435,Reg,CollgCr,TwnhsE,1Story,6,5,2003,2004,Gd,PConc,Gd,848.0,Y,848,1,1,Gd,0,Attchd,2.0,140,6,2009,147118
HOME-101151,30,RM,56.0,3153,Reg,OldTown,1Fam,1Story,5,6,1920,1990,TA,BrkTil,TA,967.0,Y,967,1,2,TA,1,Detchd,1.0,0,7,2007,107649
HOME-101343,160,RM,21.0,1869,Reg,BrDale,Twnhs,2Story,6,6,1970,1970,TA,CBlock,TA,483.0,Y,987,1,2,TA,0,Detchd,1.0,0,9,2008,113533
HOME-102386,60,RL,70.0,8726,Reg,CollgCr,1Fam,2Story,7,5,2002,2002,Gd,PConc,Gd,872.0,Y,1909,2,4,Gd,0,BuiltIn,2.0,0,9,2006,214421
HOME-101180,60,RL,85.0,9350,Reg,NAmes,1Fam,2Story,5,6,1964,1964,TA,CBlock,TA,720.0,Y,1440,1,4,TA,1,Attchd,2.0,0,7,2006,173048
HOME-101393,20,RL,78.0,11645,Reg,CollgCr,1Fam,1Story,7,5,2005,2005,Gd,PConc,Gd,1734.0,Y,1734,2,3,Gd,0,Attchd,2.0,160,1,2006,288841
HOME-102215,20,RL,80.0,8000,Reg,NAmes,1Fam,1Story,5,6,1959,1959,TA,PConc,TA,1256.0,Y,1256,1,3,Gd,0,Attchd,1.0,0,5,2008,168527
HOME-101669,20,RL,71.0,9254,IR1,NridgHt,1Fam,1Story,8,5,2005,2005,Gd,PConc,Gd,1721.0,Y,1721,2,3,Gd,0,Attchd,2.0,168,1,2007,251455
HOME-101854,60,RL,96.0,11631,IR1,Gilbert,1Fam,2Story,8,5,2004,2005,Gd,PConc,Gd,1052.0,Y,2373,2,4,Gd,1,BuiltIn,3.0,120,6,2006,282211
HOME-102310,60,RL,,9765,IR2,Gilbert,1Fam,2Story,6,8,1993,1993,Ex,PConc,Gd,680.0,Y,1470,2,3,TA,1,BuiltIn,2.0,232,4,2009,190599
HOME-100454,120,RM,44.0,4224,Reg,MeadowV,TwnhsE,1Story,5,7,1976,1976,TA,PConc,Gd,1040.0,Y,1060,1,3,TA,1,Attchd,2.0,100,6,2007,141431
HOME-102603,160,RM,21.0,1680,Reg,BrDale,Twnhs,2Story,6,5,1971,1971,TA,CBlock,TA,483.0,Y,987,1,2,TA,0,Detchd,1.0,0,7,2008,92142
HOME-102633,30,RL,55.0,7111,IR1,BrkSide,1Fam,1Story,5,7,1928,1983,Gd,BrkTil,TA,1008.0,Y,1143,1,2,TA,1,Detchd,1.0,265,7,2008,146493
HOME-101872,120,RH,34.0,4058,Reg,NAmes,TwnhsE,SFoyer,7,5,1998,1998,TA,PConc,Gd,723.0,Y,767,1,1,TA,0,Attchd,1.0,120,6,2007,144550
HOME-100227,120,RL,,3196,Reg,Blmngtn,TwnhsE,1Story,7,5,2003,2004,Gd,PConc,Gd,1374.0,Y,1557,2,2,Gd,1,Attchd,2.0,143,10,2006,260846
HOME-100670,20,RM,52.0,8626,Reg,OldTown,1Fam,1Story,4,6,1956,1956,TA,CBlock,,0.0,Y,968,1,2,TA,0,Attchd,1.0,0,5,2007,111622
HOME-102078,160,FV,34.0,3230,Reg,Somerst,TwnhsE,2Story,6,5,1999,1999,TA,PConc,Gd,729.0,Y,1458,2,2,TA,1,Detchd,2.0,0,6,2007,186579
HOME-101974,20,RL,121.0,13758,IR1,NridgHt,1Fam,1Story,9,5,2005,2006,Ex,PConc,Ex,1792.0,Y,1792,2,2,Gd,1,Attchd,3.0,204,3,2006,411916
HOME-101768,70,RM,50.0,2500,Reg,OldTown,1Fam,2Story,7,8,1915,2005,Gd,PConc,TA,910.0,Y,1826,1,4,Ex,1,Attchd,1.0,0,6,2009,159624
HOME-100246,60,RL,65.0,8125,Reg,Gilbert,1Fam,2Story,6,5,1994,1995,TA,PConc,Gd,702.0,Y,1481,2,3,TA,1,Attchd,2.0,0,3,2009,178979
HOME-102815,60,RL,41.0,12460,IR1,Gilbert,1Fam,2Story,7,5,1999,2000,Gd,PConc,Gd,1037.0,Y,2322,2,4,TA,1,BuiltIn,2.0,144,5,2008,233216
HOME-101223,160,RM,21.0,1495,Reg,MeadowV,TwnhsE,2Story,4,6,1970,1970,TA,CBlock,TA,546.0,Y,1092,1,3,TA,0,,0.0,0,5,2007,102214
HOME-100177,20,RL,102.0,17920,Reg,Sawyer,1Fam,1Story,5,4,1955,1974,TA,CBlock,TA,1763.0,Y,1779,1,3,TA,1,Attchd,2.0,0,7,2006,187287
HOME-101333,60,RL,,11250,Reg,CollgCr,1Fam,2Story,7,5,2001,2001,Gd,PConc,Gd,944.0,Y,1870,2,3,Gd,0,Attchd,2.0,256,5,2009,218840
HOME-100906,20,RL,74.0,8532,Reg,NAmes,1Fam,1Story,5,6,1954,1990,TA,CBlock,TA,1297.0,Y,1297,1,3,TA,1,Attchd,2.0,0,10,2009,155265
HOME-102702,180,RM,35.0,3675,Reg,Edwards,TwnhsE,SFoyer,6,5,2005,2005,TA,PConc,Gd,547.0,Y,1072,1,2,Gd,0,Basment,2.0,0,5,2007,154616
HOME-101821,20,RM,50.0,6000,Reg,OldTown,1Fam,1Story,5,6,1957,1957,TA,CBlock,TA,928.0,Y,928,1,3,TA,0,Attchd,1.0,0,6,2008,121613
HOME-102450,20,RL,110.0,14333,Reg,NridgHt,1Fam,1Story,8,5,2007,2007,Gd,PConc,Gd,2108.0,Y,2122,2,2,Gd,1,Attchd,3.0,130,11,2007,373802
HOME-102552,20,RL,75.0,9464,Reg,NAmes,1Fam,1Story,6,7,1958,1958,TA,CBlock,TA,1080.0,Y,1080,1,3,TA,0,Attchd,1.0,0,6,2008,146464
HOME-100142,50,RL,79.0,9490,Reg,NAmes,1Fam,1.5Fin,6,7,1941,1950,TA,CBlock,TA,806.0,Y,1578,1,3,Fa,2,Attchd,1.0,0,8,2006,145492
HOME-101599,60,RL,95.0,12350,Reg,NridgHt,1Fam,2Story,9,5,2009,2009,Gd,PConc,Ex,1365.0,Y,2690,2,3,Ex,1,Attchd,3.0,0,7,2009,406353
HOME-100602,60,RL,120.0,13975,IR1,NridgHt,1Fam,2Story,9,5,2005,2006,Gd,PConc,Gd,1090.0,Y,2206,2,4,Ex,1,BuiltIn,3.0,148,8,2006,332810
HOME-101114,30,RM,84.0,11340,Reg,OldTown,1Fam,1Story,6,5,1923,1950,TA,BrkTil,TA,1200.0,Y,1200,1,4,TA,0,Detchd,1.0,0,3,2006,135619
HOME-101234,80,RL,,12700,IR1,NAmes,1Fam,SLvl,6,5,1964,1964,TA,CBlock,TA,1246.0,Y,1246,1,3,TA,2,Attchd,2.0,0,11,2006,193782
HOME-102915,80,RL,96.0,11777,IR1,Sawyer,1Fam,SLvl,5,6,1966,1966,TA,CBlock,TA,1164.0,Y,1320,1,3,TA,2,Attchd,2.0,160,5,2006,180186
HOME-101601,60,RL,,15038,IR2,Gilbert,1Fam,2Story,6,5,1996,1996,TA,PConc,Gd,916.0,Y,1636,2,3,TA,1,Attchd,2.0,168,11,2008,179766
HOME-100376,20,RL,73.0,39104,IR1,ClearCr,1Fam,1Story,7,7,1954,2005,TA,CBlock,Gd,1385.0,Y,1363,1,2,TA,2,Attchd,2.0,81,4,2008,254393
HOME-101878,120,RM,36.0,4435,Reg,CollgCr,TwnhsE,1Story,6,5,2003,2003,Gd,PConc,Gd,848.0,Y,848,1,1,Gd,0,Attchd,2.0,140,11,2007,142259
HOME-101748,60,RL,,12046,IR1,NWAmes,1Fam,2Story,6,6,1976,1976,TA,CBlock,TA,848.0,Y,2030,2,4,Gd,1,Attchd,2.0,0,6,2007,210473
HOME-100245,160,FV,,2117,Reg,Somerst,Twnhs,2Story,6,5,2000,2000,Gd,PConc,Gd,756.0,Y,1525,2,3,Gd,1,Detchd,2.0,0,6,2007,191055
HOME-100557,60,RL,63.0,7875,Reg,Gilbert,1Fam,2Story,7,5,2003,2003,Gd,PConc,Gd,783.0,Y,1509,2,3,Gd,1,Attchd,2.0,0,7,2006,198514
HOME-101987,80,RL,85.0,13825,Reg,Sawyer,1Fam,SLvl,5,6,1958,1987,TA,CBlock,TA,533.0,Y,1601,1,3,TA,0,BuiltIn,1.0,280,12,2008,145210
HOME-100795,30,RL,118.0,21299,Reg,NAmes,1Fam,1Story,7,5,1941,1963,Gd,CBlock,TA,929.0,Y,2039,1,3,TA,3,2Types,3.0,0,12,2006,184765
HOME-102711,120,RL,,6563,IR1,StoneBr,1Fam,1Story,8,5,1985,1985,Gd,PConc,Gd,1742.0,Y,1742,2,2,Gd,1,Attchd,2.0,114,12,2006,300818
HOME-100873,20,RL,64.0,9037,IR1,Timber,1Fam,1Story,8,5,2006,2006,Gd,PConc,Gd,1476.0,Y,1484,2,2,Ex,1,Attchd,2.0,120,12,2007,288450
HOME-101377,90,RL,60.0,8544,Reg,NAmes,Duplex,1Story,3,4,1950,1950,TA,CBlock,,0.0,N,1040,2,2,TA,0,Detchd,2.0,0,7,2006,104020
HOME-102549,90,RL,74.0,6845,Reg,Edwards,Duplex,1Story,4,5,1955,1955,TA,Slab,,0.0,N,1152,2,2,TA,0,,0.0,0,7,2008,87675
HOME-100603,50,RL,78.0,11344,Reg,NAmes,1Fam,1.5Fin,5,5,1958,1958,TA,CBlock,TA,874.0,Y,1524,1,3,TA,0,Attchd,1.0,0,7,2007,157740
HOME-101290,60,RL,72.0,8702,IR1,Gilbert,1Fam,2Story,6,5,1997,1998,TA,PConc,TA,926.0,Y,1604,2,3,TA,1,Attchd,2.0,0,4,2008,196403
HOME-102141,30,RL,60.0,8550,Reg,NAmes,1Fam,1Story,6,8,1934,1950,TA,CBlock,TA,816.0,Y,816,1,2,TA,1,Attchd,1.0,228,7,2006,140604
HOME-102574,120,RM,32.0,4500,Reg,Mitchel,TwnhsE,1Story,6,5,1998,1998,TA,PConc,Ex,1237.0,Y,1337,2,2,TA,0,Attchd,2.0,0,3,2006,166145
HOME-100698,190,RM,69.0,9142,Reg,OldTown,2fmCon,2Story,6,8,1910,1950,TA,Stone,Fa,1020.0,N,1928,2,4,Fa,0,Detchd,1.0,0,4,2006,151023
HOME-102701,20,RL,,12968,IR2,Sawyer,1Fam,1Story,5,6,1962,1962,TA,CBlock,TA,912.0,Y,912,1,2,TA,0,Detchd,1.0,140,9,2008,149814
HOME-102806,20,RL,79.0,10637,Reg,CollgCr,1Fam,1Story,8,5,2007,2008,Gd,PConc,Ex,1705.0,Y,1718,2,3,Gd,1,Attchd,3.0,208,9,2009,301449
HOME-101763,160,RL,24.0,2308,Reg,NPkVill,TwnhsE,2Story,6,5,1976,1976,TA,CBlock,Gd,804.0,Y,1548,2,3,TA,1,Detchd,2.0,108,9,2009,148626
HOME-102172,20,RL,66.0,13695,Reg,SawyerW,1Fam,1Story,6,5,2003,2004,TA,PConc,Gd,1114.0,Y,1114,1,3,Gd,0,Detchd,2.0,0,7,2008,165103
HOME-101862,20,RL,,32668,IR1,Crawfor,1Fam,1Story,6,3,1957,1975,Gd,PConc,TA,2035.0,Y,2515,3,4,TA,2,Attchd,2.0,0,3,2007,211366
HOME-101478,160,RM,21.0,1680,Reg,BrDale,Twnhs,2Story,6,7,1972,1972,TA,CBlock,TA,672.0,Y,1218,1,3,TA,0,Detchd,1.0,0,5,2006,131292
HOME-102692,20,RL,80.0,8240,Reg,Edwards,1Fam,1Story,6,6,1960,1960,TA,CBlock,TA,1179.0,Y,1179,1,2,TA,0,Attchd,2.0,0,6,2007,117125
HOME-102081,20,RL,73.0,8990,IR1,CollgCr,1Fam,1Story,7,5,2006,2006,Gd,PConc,Gd,1498.0,Y,1498,2,2,Gd,0,Attchd,2.0,351,4,2006,224824
HOME-100888,20,RL,75.0,9742,Reg,CollgCr,1Fam,1Story,8,5,2002,2002,Gd,PConc,Gd,1777.0,Y,1795,2,3,Gd,1,Attchd,2.0,171,9,2008,241656
HOME-102107,20,RL,69.0,23580,IR1,Mitchel,1Fam,1Story,6,6,1979,1979,TA,CBlock,Gd,1625.0,Y,1625,2,3,Fa,1,Attchd,2.0,136,9,2006,265770
HOME-100249,60,RL,59.0,11796,IR1,Gilbert,1Fam,2Story,7,5,2004,2005,Gd,PConc,Gd,847.0,Y,1959,2,4,Gd,1,BuiltIn,2.0,100,7,2007,227652
HOME-101526,20,RL,72.0,10011,IR1,NAmes,1Fam,1Story,5,6,1957,1996,TA,CBlock,TA,1070.0,Y,1236,1,2,Gd,1,Attchd,1.0,0,5,2006,148695
HOME-101382,20,RL,66.0,13695,Reg,SawyerW,1Fam,1Story,5,5,2004,2004,TA,PConc,TA,1114.0,Y,1114,1,3,Gd,0,Detchd,2.0,0,6,2008,167469
HOME-102443,80,RL,,13607,IR1,Crawfor,1Fam,SLvl,6,6,1986,1986,TA,CBlock,TA,572.0,Y,1982,2,3,TA,1,BuiltIn,2.0,400,4,2009,217096
HOME-101089,20,RL,65.0,11050,Reg,NAmes,1Fam,1Story,5,5,1956,1956,TA,CBlock,TA,1005.0,Y,1005,1,2,TA,1,Attchd,1.0,0,7,2006,145559
HOME-101651,20,RL,43.0,12118,IR1,Mitchel,1Fam,1Story,7,5,2004,2005,Gd,PConc,Ex,1710.0,Y,1710,2,3,Gd,1,Attchd,2.0,100,4,2009,252294
HOME-100532,60,RL,65.0,10237,Reg,Gilbert,1Fam,2Story,7,5,2006,2006,Gd,PConc,Gd,738.0,Y,1492,2,3,Gd,0,Attchd,2.0,0,9,2006,187273
HOME-100762,20,RL,70.0,9100,Reg,NAmes,1Fam,1Story,5,6,1965,1965,TA,CBlock,TA,925.0,Y,925,1,2,TA,0,Detchd,1.0,0,7,2009,120082
HOME-102276,50,RH,70.0,6300,Reg,SWISU,1Fam,1.5Fin,5,4,1938,1950,TA,PConc,TA,832.0,Y,1268,1,3,TA,2,Basment,1.0,0,7,2009,162373
HOME-102351,20,RL,70.0,7931,Reg,NAmes,1Fam,1Story,5,6,1960,1960,TA,CBlock,TA,1269.0,Y,1269,1,3,TA,1,Detchd,1.0,0,6,2008,163059
HOME-101710,50,RL,50.0,8405,Reg,Edwards,1Fam,1.5Fin,5,8,1900,1950,TA,BrkTil,TA,861.0,Y,1367,1,4,TA,0,Detchd,1.0,0,4,2008,127089
HOME-100669,60,RL,85.0,11069,Reg,CollgCr,1Fam,2Story,6,5,2007,2007,Gd,PConc,Gd,608.0,Y,1396,2,3,Gd,1,BuiltIn,2.0,100,7,2009,179334
HOME-101895,20,RL,60.0,7436,Reg,NAmes,1Fam,1Story,4,7,1960,1960,TA,CBlock,TA,894.0,Y,894,1,2,TA,1,Detchd,2.0,0,8,2009,148088
HOME-100746,50,RL,60.0,12180,Reg,Edwards,1Fam,1.5Fin,5,7,1938,2007,TA,PConc,TA,585.0,Y,1053,1,2,Ex,0,,0.0,42,1,2008,124272
HOME-101731,70,RM,57.0,9906,Reg,OldTown,1Fam,2Story,4,4,1925,1950,TA,CBlock,TA,686.0,N,1328,1,3,TA,0,Detchd,1.0,0,9,2006,117309
HOME-101672,60,RL,92.0,9920,IR1,NoRidge,1Fam,2Story,7,5,1996,1997,Gd,PConc,Gd,1117.0,Y,2013,2,3,TA,1,Attchd,2.0,180,6,2007,290256
HOME-101688,190,RL,75.0,11235,Reg,Sawyer,2fmCon,SFoyer,5,5,1963,1963,TA,CBlock,Gd,925.0,Y,999,1,3,TA,0,Detchd,1.0,40,3,2007,138987
HOME-101798,20,RL,75.0,11750,IR1,CollgCr,1Fam,1Story,7,5,2005,2006,Gd,PConc,Gd,1546.0,Y,1546,2,3,Gd,0,Attchd,3.0,144,6,2007,231811
HOME-101549,20,RL,74.0,8536,Reg,Edwards,1Fam,1Story,5,5,2006,2007,TA,PConc,Gd,1125.0,Y,1125,1,2,TA,0,Attchd,2.0,80,4,2007,168379
HOME-102796,20,RL,70.0,10519,Reg,Edwards,1Fam,1Story,5,8,1955,1999,TA,CBlock,TA,1057.0,Y,1057,1,3,Gd,0,Attchd,1.0,0,3,2006,152466
HOME-101833,60,RL,86.0,10380,IR1,SawyerW,1Fam,2Story,7,5,1986,1987,Gd,CBlock,TA,1502.0,Y,2730,2,4,Gd,1,Attchd,2.0,201,8,2007,321999
HOME-102819,80,RL,,10395,IR1,NWAmes,1Fam,SLvl,6,6,1978,1978,TA,CBlock,Gd,1032.0,Y,1032,2,3,TA,1,Attchd,2.0,0,7,2007,158984
HOME-101002,20,FV,100.0,11824,IR1,Somerst,1Fam,1Story,8,5,2006,2006,Gd,PConc,Gd,1685.0,Y,1685,2,2,Gd,1,Attchd,3.0,112,4,2007,275180
HOME-100503,160,FV,24.0,2160,Reg,Somerst,Twnhs,2Story,7,5,1999,2000,Gd,PConc,Gd,600.0,Y,1252,2,2,Gd,0,Detchd,2.0,0,3,2008,169925
HOME-101416,60,RL,,14762,IR2,Gilbert,1Fam,2Story,5,6,1948,1950,TA,Slab,,0.0,Y,2320,2,2,TA,1,Attchd,2.0,120,5,2006,187794
HOME-100610,60,RL,,12104,IR1,Gilbert,1Fam,2Story,7,5,2006,2006,Gd,PConc,Gd,1035.0,Y,2322,3,4,Gd,0,Attchd,3.0,400,8,2006,319456
HOME-100975,20,RL,90.0,14115,IR1,Crawfor,1Fam,1Story,6,7,1956,2004,TA,PConc,TA,1073.0,Y,1811,1,2,Ex,1,Attchd,2.0,0,7,2006,247639
HOME-101927,50,RL,75.0,45600,IR2,ClearCr,1Fam,1.5Fin,6,8,1908,1997,TA,BrkTil,TA,907.0,Y,2358,3,5,TA,1,Detchd,2.0,486,9,2008,259631
HOME-100750,70,RL,113.0,21281,Reg,NAmes,1Fam,2Story,5,4,1935,2007,TA,BrkTil,TA,666.0,Y,3086,3,4,Gd,0,BuiltIn,3.0,0,11,2007,319626
HOME-100775,20,RL,,7791,IR1,Sawyer,1Fam,1Story,5,8,1963,1995,Gd,CBlock,TA,912.0,Y,912,1,3,Gd,0,Attchd,1.0,0,10,2009,136245
HOME-102367,20,RL,70.0,7000,Reg,NAmes,1Fam,1Story,5,6,1962,1962,TA,CBlock,TA,864.0,Y,864,1,3,TA,0,Attchd,1.0,0,2,2006,116191
HOME-100783,60,RL,99.0,13069,IR1,NridgHt,1Fam,2Story,8,5,2004,2004,Gd,PConc,Gd,1706.0,Y,2956,2,5,Ex,1,BuiltIn,3.0,194,8,2007,374088
HOME-100998,60,RL,108.0,13418,Reg,NridgHt,1Fam,2Story,9,5,2006,2006,Gd,PConc,Ex,1850.0,Y,2748,2,4,Ex,1,BuiltIn,3.0,212,10,2008,412288
HOME-102061,20,RL,61.0,9758,IR1,NAmes,1Fam,1Story,5,5,1971,1971,TA,CBlock,TA,950.0,Y,950,1,3,TA,0,Detchd,1.0,0,7,2007,127760
HOME-100846,30,RM,,5890,Reg,IDOTRR,1Fam,1Story,6,8,1930,2007,Gd,BrkTil,TA,816.0,Y,816,1,2,TA,0,Detchd,1.0,0,6,2008,128668
HOME-102637,50,RM,,6240,Reg,BrkSide,1Fam,1.5Fin,5,4,1936,1950,TA,BrkTil,Gd,896.0,Y,1344,1,3,TA,0,Detchd,1.0,200,4,2006,126331
HOME-100448,60,FV,,8470,Reg,Somerst,1Fam,2Story,8,5,2002,2002,Gd,PConc,Gd,972.0,Y,1811,2,3,Gd,1,Attchd,2.0,225,10,2009,242271
HOME-100593,20,FV,72.0,8640,Reg,Somerst,1Fam,1Story,8,5,2009,2009,Gd,PConc,Gd,1300.0,Y,1314,2,3,Gd,0,Attchd,2.0,135,9,2009,237005
HOME-101593,85,RL,,7703,IR1,Sawyer,1Fam,SFoyer,6,8,1978,1978,TA,CBlock,Gd,450.0,Y,1034,1,3,TA,1,Basment,2.0,311,5,2008,160221
HOME-100758,20,RL,73.0,16133,Reg,Edwards,1Fam,1Story,5,4,1969,1969,TA,CBlock,Gd,1176.0,Y,1176,1,2,TA,0,Attchd,1.0,0,12,2006,129891
HOME-100035,90,RL,80.0,8000,Reg,NAmes,Duplex,1Story,5,4,1961,1961,TA,CBlock,TA,1800.0,N,1800,2,6,TA,0,,0.0,0,7,2007,149957
HOME-101098,120,RL,,4928,IR1,NPkVill,TwnhsE,1Story,6,5,1976,1976,TA,CBlock,Gd,1078.0,Y,958,2,2,TA,1,Attchd,2.0,0,2,2007,139666
HOME-100564,70,RL,,11435,IR1,Crawfor,1Fam,2Story,8,7,1929,1950,TA,PConc,Gd,792.0,Y,1517,1,3,Gd,2,Detchd,2.0,0,6,2006,253509
HOME-100561,70,RL,43.0,7000,Reg,SWISU,1Fam,2Story,7,8,1926,1997,TA,BrkTil,TA,624.0,Y,1479,1,3,Gd,2,Detchd,1.0,530,5,2006,176952
HOME-101783,45,RL,55.0,10594,Reg,Crawfor,1Fam,1.5Unf,5,5,1926,1950,TA,BrkTil,TA,768.0,N,789,1,2,TA,0,Detchd,1.0,0,6,2007,102664
HOME-102520,160,RM,24.0,2160,Reg,BrDale,TwnhsE,2Story,5,6,1973,1973,TA,CBlock,TA,765.0,Y,1365,1,3,Gd,1,Attchd,2.0,0,6,2006,138266
HOME-101056,160,RM,21.0,1680,Reg,BrDale,TwnhsE,2Story,6,3,1971,1971,TA,CBlock,TA,483.0,Y,987,1,2,TA,0,Detchd,1.0,0,8,2008,92683
HOME-101224,120,RL,45.0,6264,IR1,StoneBr,1Fam,1Story,8,5,1997,1997,Gd,PConc,Ex,1664.0,Y,1682,1,1,Gd,1,Attchd,2.0,0,7,2008,257263
HOME-100891,60,RL,59.0,9042,IR1,Gilbert,1Fam,2Story,6,5,1998,1998,TA,PConc,Gd,943.0,Y,1638,2,3,TA,2,Attchd,2.0,100,7,2008,204570
HOME-100412,20,RL,48.0,17043,IR1,NWAmes,1Fam,1Story,6,5,1979,1998,TA,CBlock,Gd,1362.0,Y,1586,2,3,TA,1,Attchd,2.0,192,1,2009,187207
HOME-102005,20,RL,,17979,IR1,Mitchel,1Fam,1Story,5,6,1968,1968,TA,CBlock,TA,1113.0,Y,1160,1,3,Gd,0,Attchd,1.0,81,2,2008,162488
HOME-101604,20,RL,66.0,8923,Reg,NAmes,1Fam,1Story,5,7,1953,2006,TA,CBlock,TA,1008.0,Y,1008,1,2,Gd,0,Attchd,1.0,0,5,2007,144176
HOME-101210,20,RL,66.0,7800,IR1,NAmes,1Fam,1Story,5,5,1964,1964,TA,CBlock,TA,912.0,Y,912,1,2,TA,0,Attchd,1.0,0,11,2006,126068
HOME-102049,60,RL,78.0,12090,Reg,NWAmes,1Fam,2Story,7,7,1981,2003,Gd,CBlock,Gd,725.0,Y,1479,2,3,Gd,1,Attchd,2.0,167,3,2007,190119
HOME-100444,80,RL,,12800,Reg,SawyerW,1Fam,SLvl,7,5,1989,1989,Gd,PConc,Gd,1518.0,Y,1644,2,2,Gd,1,Attchd,2.0,80,8,2009,289130
HOME-101495,50,RL,60.0,9738,Reg,Edwards,1Fam,1.5Fin,5,7,1924,1950,TA,BrkTil,TA,784.0,Y,1221,1,4,TA,0,Attchd,1.0,0,3,2006,117031
HOME-101933,20,RL,65.0,8125,Reg,NAmes,1Fam,1Story,5,7,1965,2005,Gd,CBlock,TA,912.0,Y,925,1,3,TA,0,Detchd,2.0,233,7,2008,143731
HOME-101266,60,RL,82.0,10672,IR1,NridgHt,1Fam,2Story,8,5,2006,2006,Gd,PConc,Ex,1054.0,Y,2389,2,4,Gd,1,BuiltIn,3.0,176,11,2006,327241
HOME-100335,20,RL,60.0,8089,Reg,StoneBr,1Fam,1Story,8,6,2007,2007,Gd,PConc,Gd,1419.0,Y,1419,2,2,Gd,1,Attchd,2.0,140,10,2007,421038
HOME-101030,120,RL,,2887,Reg,ClearCr,1Fam,1Story,6,5,1996,1997,TA,PConc,Gd,1291.0,Y,1291,1,2,Gd,1,Attchd,2.0,307,11,2008,184143
HOME-101958,20,RL,84.0,8658,Reg,NAmes,1Fam,1Story,6,5,1965,1965,TA,CBlock,TA,1088.0,Y,1324,2,3,TA,1,Attchd,2.0,0,12,2006,175230
HOME-102382,60,RL,80.0,9760,Reg,NAmes,1Fam,2Story,6,8,1964,1993,TA,CBlock,TA,822.0,Y,1851,2,3,Gd,1,Attchd,2.0,239,7,2007,201537
HOME-100992,20,FV,62.0,7500,Reg,Somerst,1Fam,1Story,7,5,2005,2005,Gd,PConc,Gd,1257.0,Y,1266,2,3,Gd,1,Attchd,2.0,38,4,2006,187662
HOME-101275,20,RL,80.0,9600,Reg,NWAmes,1Fam,1Story,7,6,1973,1973,TA,CBlock,TA,1242.0,Y,1242,1,3,TA,1,Attchd,2.0,0,9,2007,188832
HOME-101312,60,FV,65.0,8125,Reg,Somerst,1Fam,2Story,7,5,2005,2006,Gd,PConc,Gd,756.0,Y,1553,2,3,Gd,0,Attchd,2.0,0,3,2006,203520
HOME-102287,20,RL,75.0,7388,Reg,NAmes,1Fam,1Story,5,6,1959,2002,TA,CBlock,TA,1063.0,Y,1327,1,3,Gd,0,Detchd,2.0,0,7,2007,162317
HOME-100528,20,RL,84.0,10933,Reg,CollgCr,1Fam,1Story,9,5,2009,2009,Ex,PConc,Ex,1555.0,Y,1680,1,1,Ex,1,Attchd,3.0,185,7,2009,332606
HOME-102393,50,RL,70.0,6960,Reg,Sawyer,1Fam,1.5Fin,7,8,1940,1998,TA,BrkTil,TA,680.0,Y,1302,1,2,Gd,2,Attchd,1.0,0,7,2007,176737
HOME-101603,30,RL,80.0,13360,IR1,Crawfor,1Fam,1Story,5,7,1921,2006,TA,BrkTil,Gd,876.0,Y,964,1,2,TA,0,Detchd,2.0,0,8,2009,168564
HOME-102391,60,RL,,11075,IR1,Mitchel,1Fam,2Story,5,4,1969,1969,TA,CBlock,TA,784.0,Y,1968,2,4,TA,1,Attchd,2.0,305,9,2008,180421
HOME-101660,120,RL,60.0,8147,Reg,StoneBr,TwnhsE,1Story,9,5,2005,2005,Gd,PConc,Ex,1714.0,Y,1714,2,2,Gd,1,Attchd,2.0,156,8,2006,346541
HOME-102223,80,RL,,8750,IR1,Mitchel,1Fam,SLvl,7,6,1975,1975,TA,CBlock,TA,852.0,Y,918,1,3,TA,0,Attchd,1.0,192,3,2007,159493
HOME-101677,80,RL,82.0,9020,Reg,NAmes,1Fam,SLvl,6,5,1964,1964,TA,CBlock,TA,1248.0,Y,1350,1,3,TA,0,Attchd,2.0,176,6,2008,177052
HOME-100941,160,FV,35.0,4251,IR1,Somerst,TwnhsE,2Story,7,5,2006,2007,Gd,PConc,Gd,625.0,Y,1250,2,2,Gd,0,Detchd,2.0,0,6,2007,179033
HOME-101468,70,RM,57.0,8094,Reg,OldTown,1Fam,2Story,6,6,1915,1950,TA,PConc,TA,1048.0,Y,1768,2,3,TA,0,Detchd,2.0,0,6,2009,157419
